B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00007074	006249	當幸福來臨時	館內架上		一般圖書			V5		"本館藏書	"				94-11-04
00007075	006250	遇見靈熊	報廢		一般圖書			V6		"本館藏書	"				94-11-04
00007076	006251	變身	館內架上		一般圖書			V7		"本館藏書	"				94-11-04
00007077	006252	伊爾莎離家出走	館內架上		一般圖書			V8		"本館藏書	"				94-11-04
00007078	006254	手中都是星星	館內架上		一般圖書			V9		"本館藏書	"				94-11-04
00007079	006255	阿非的青春心事	館內架上		一般圖書			V10		"本館藏書	"				94-11-04
00007080	006256	苦澀巧克力	館內架上		一般圖書			V11		"本館藏書	"				94-11-04
00007081	006257	風的女兒	報廢		一般圖書			V12		"本館藏書	"				94-11-04
00007082	006258	快跑-男孩	館內架上		一般圖書			V13		"本館藏書	"				94-11-04
00007083	006259	又熱又燙的火	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007084	006260	愛吃草的牛	報廢		一般圖書			V2		"本館藏書	"				94-11-07
00007085	006261	蛋蛋變魔術	報廢		一般圖書			V3		"本館藏書	"				94-11-07
00007086	006262	愛犁田的蚯蚓	報廢		一般圖書			V4		"本館藏書	"				94-11-07
00007087	006265	愛吃小蟲的蟾蜍	館內架上		一般圖書			V5		"本館藏書	"				94-11-07
00007088	006266	到處都有空氣	報廢		一般圖書			V6		"本館藏書	"				94-11-07
00007089	006267	蚊子嗡嗡響	報廢		一般圖書			V7		"本館藏書	"				94-11-07
00007090	006268	上天下地的水	館內架上		一般圖書			V8		"本館藏書	"				94-11-07
00007091	006269	螞蟻忙做工	報廢		一般圖書			V9		"本館藏書	"				94-11-07
00007092	006270	泥土的世界	報廢		一般圖書			V10		"本館藏書	"				94-11-07
00007093	006272	我最喜愛的童話故事1	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007094	006273	我最喜愛的童話故事2	館內架上		一般圖書			V2		"本館藏書	"				94-11-07
00007095	006274	想離家的小克	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007096	006275	走過法國的貓	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007097	006276	小仙子逛大街	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007098	006277	法蘭茲的戀愛故事	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007099	006278	法蘭茲的故事	館內架上		一般圖書			V2		"本館藏書	"				94-11-07
00007100	006279	法蘭茲和狗	館內架上		一般圖書			V3		"本館藏書	"				94-11-07
00007101	006280	法蘭茲做功課	館內架上		一般圖書			V4		"本館藏書	"				94-11-07
00007102	006281	法蘭茲和電視	館內架上		一般圖書			V5		"本館藏書	"				94-11-07
00007103	006282	法蘭茲踢足球	館內架上		一般圖書			V6		"本館藏書	"				94-11-07
00007104	006284	棒棒糖小姐	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007105	006285	幸運的棒棒糖	館內架上		一般圖書			V2		"本館藏書	"				94-11-07
00007106	006286	鞋子屋破了	館內架上		一般圖書			V5		"本館藏書	"				94-11-07
00007107	006287	迷路的小羊	館內架上		一般圖書			V3		"本館藏書	"				94-11-07
00007108	006288	馬小妹歷險記	館內架上		一般圖書			V4		"本館藏書	"				94-11-07
00007109	006289	小郵差傑克	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007110	006290	誰吃了男瓜屋	館內架上		一般圖書			V2		"本館藏書	"				94-11-07
00007111	006291	愛聽音樂的老國王	館內架上		一般圖書			V6		"本館藏書	"				94-11-07
00007112	006292	馬桶裡有妖怪	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007113	006293	小熊的小船	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007114	006294	我想有個家	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007115	006295	晚安山山	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007116	006296	早安山山	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007117	006297	媽媽小時候	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007118	006298	寶寶要出生了	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007119	006299	妮娜的奶嘴	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007120	006300	我自己做	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007121	006301	洛克的小被被	報廢		一般圖書			V1		"本館藏書	"				94-11-07
00007122	006302	媽媽就要回家摟	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007123	006303	鬆餅生日會	館內架上		一般圖書			V1		"本館藏書	"				94-11-07
00007124	000516	芝麻開門-探索圖書館的寶藏	報廢		一般圖書			C3		"本館藏書	"				94-11-08
00007125	006304	艾莉森的家	館內架上		一般圖書					"本館藏書	"				94-11-10
00007126	006305	大腳丫跳芭蕾	館內架上		一般圖書					"本館藏書	"				94-11-10
00007127	006306	木筏的夏天	館內架上		一般圖書					"本館藏書	"				94-11-10
00007128	006307	外婆萬歲	館內架上		一般圖書					"本館藏書	"				94-11-10
00007129	006308	送奶奶一頂帽子	館內架上		一般圖書			V1		"本館藏書	"				94-11-10
00007130	006309	拼被上散步	館內架上		一般圖書					"本館藏書	"				94-11-10
00007131	006310	公園小霸王	報廢		一般圖書					"本館藏書	"				94-11-10
00007132	006311	咬人花	報廢		一般圖書					"本館藏書	"				94-11-10
00007133	006312	輪椅是我的腳	館內架上		一般圖書					"本館藏書	"				94-11-10
00007134	006313	22個孤兒	報廢		一般圖書					"本館藏書	"				94-11-10
00007135	006314	一隻聖誕雞	館內架上		一般圖書					"本館藏書	"				94-11-10
00007136	006315	凱期的包裹	報廢		一般圖書					"本館藏書	"				94-11-10
00007137	006316	窗背心的野鴨寶兒	報廢		一般圖書					"本館藏書	"				94-11-10
00007138	006317	想念巴尼	館內架上		一般圖書					"本館藏書	"				94-11-10
00007139	006318	安娜的新大衣	館內架上		一般圖書					"本館藏書	"				94-11-10
00007140	006319	蝴蝶和大雁	館內架上		一般圖書					"本館藏書	"				94-11-10
00007141	006320	親子手冊	報廢		一般圖書					"本館藏書	"				94-11-10
00007142	006321	看哪	報廢		一般圖書					"本館藏書	"				94-11-10
00007143	006322	你來當國王	館內架上		一般圖書					"本館藏書	"				94-11-10
00007144	006323	聰明的巴爾沙沙	報廢		一般圖書					"本館藏書	"				94-11-10
00007145	006324	甲蟲幻想家	報廢		一般圖書					"本館藏書	"				94-11-10
00007146	006325	小魚吉比	館內架上		一般圖書					"本館藏書	"				94-11-10
00007147	006326	城市人和鄉下人	報廢		一般圖書					"本館藏書	"				94-11-10
00007148	006327	貓兒在月亮上	報廢		一般圖書					"本館藏書	"				94-11-10
00007149	006328	伯納的冬眠	館內架上		一般圖書					"本館藏書	"				94-11-10
00007150	006329	常遲到的沙巴斯坦	報廢		一般圖書					"本館藏書	"				94-11-10
00007151	006330	亞伯特的午覺	報廢		一般圖書					"本館藏書	"				94-11-10
00007152	006331	史蒂芬和小魚	館內架上		一般圖書					"本館藏書	"				94-11-10
00007153	006332	紅蕃茄先生	報廢		一般圖書					"本館藏書	"				94-11-10
00007154	006333	躲在書包裡的死神	館內架上		一般圖書					"本館藏書	"				94-11-10
00007155	006334	給像陽光的你	館內架上		一般圖書					"本館藏書	"				94-11-10
00007156	006334	給像陽光的你	館內架上		一般圖書			C1		"本館藏書	"				94-11-10
00007157	006335	走向大自然	館內架上		一般圖書			V1		"本館藏書	"				94-11-14
00007158	006336	走向大自然	館內架上		一般圖書			V2		"本館藏書	"				94-11-14
00007159	006337	走向大自然	館內架上		一般圖書			V3		"本館藏書	"				94-11-14
00007160	006338	走向大自然	館內架上		一般圖書			V4		"本館藏書	"				94-11-14
00007161	006339	走向大自然	館內架上		一般圖書			V5		"本館藏書	"				94-11-14
00007162	006340	走向大自然	館內架上		一般圖書			V6		"本館藏書	"				94-11-14
00007163	006341	走向大自然	館內架上		一般圖書			V7		"本館藏書	"				94-11-14
00007164	006342	走向大自然	館內架上		一般圖書			V8		"本館藏書	"				94-11-14
00007165	006343	走向大自然	館內架上		一般圖書			V9		"本館藏書	"				94-11-14
00007166	006344	走向大自然	館內架上		一般圖書			V10		"本館藏書	"				94-11-14
00007167	006345	走向大自然	館內架上		一般圖書			V11		"本館藏書	"				94-11-14
00007168	006346	走向大自然	館內架上		一般圖書			V12		"本館藏書	"				94-11-14
00007169	006044	我的自然小百科	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007170	006051	傷心書	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007171	006294	我想有個家	報廢		一般圖書			V1C1		"本館藏書	"				94-11-16
00007172	006069	李淳陽昆蟲記	館內架上		一般圖書			V4C1		"本館藏書	"				94-11-16
00007173	006347	台灣行道樹圖鑑	報廢		一般圖書			V1		"本館藏書	"				94-11-16
00007174	006348	台灣天牛圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-11-16
00007175	004115	魚類入門	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007176	006304	艾莉森的家	報廢		一般圖書			V1		"本館藏書	"				94-11-16
00007177	006275	走過法國的貓	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007178	006173	拔啊，拔啊，拔蘿蔔！	館內架上		一般圖書			V1C2		"本館藏書	"				94-11-16
00007179	006302	媽媽就要回家摟	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007180	006164	13號月台的秘密	館內架上		一般圖書			V14C1		"本館藏書	"				94-11-16
00007181	006068	昆蟲知己李淳陽	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-16
00007182	006349	台灣地理	館內架上		一般圖書			C1		"本館藏書	"				94-11-16
00007183	006349	台灣地理	館內架上		一般圖書			C2		"本館藏書	"				94-11-16
00007184	006349	台灣地理	館內架上		一般圖書			C3		"本館藏書	"				94-11-16
00007185	006349	台灣地理	報廢		一般圖書			C4		"本館藏書	"				94-11-16
00007186	006350	臺灣的地方薪節慶	館內架上		一般圖書			V47		"本館藏書	"				94-11-17
00007187	006351	數學詩	館內架上		一般圖書			c1		"本館藏書	"				94-11-17
00007188	006351	數學詩	書箱借閱		一般圖書			C1		"本館藏書	"				94-11-17
00007189	006351	數學詩	館內架上		一般圖書			C2		"本館藏書	"				94-11-17
00007190	006351	數學詩	館內架上		一般圖書			C3		"本館藏書	"				94-11-17
00007191	006351	數學詩	館內架上		一般圖書			C4		"本館藏書	"				94-11-17
00007192	006352	帶著老師一起翹課	館內架上		一般圖書					"本館藏書	"				94-11-17
00007193	006352	帶著老師一起翹課	館內架上		一般圖書			C1		"本館藏書	"				94-11-17
00007194	006352	帶著老師一起翹課	館內架上		一般圖書			C2		"本館藏書	"				94-11-17
00007195	006352	帶著老師一起翹課	報廢		一般圖書			C3		"本館藏書	"				94-11-17
00007196	006352	帶著老師一起翹課	館內架上		一般圖書			C4		"本館藏書	"				94-11-17
00007197	006250	遇見靈熊	館內架上		一般圖書			V6C1		"本館藏書	"				94-11-17
00007198	006310	公園小霸王	館內架上		一般圖書			V1		"本館藏書	"				94-11-17
00007199	006223	綠拇指男孩	館內架上		一般圖書			V6C1		"本館藏書	"				94-11-17
00007200	006353	我的梵谷-向日葵和星夜	館內架上		一般圖書			V1		"本館藏書	"				94-11-17
00007201	006354	我的莫內-陽光與睡蓮	館內架上		一般圖書			V2		"本館藏書	"				94-11-17
00007202	006355	我的加薩特-家庭相簿	館內架上		一般圖書			V3		"本館藏書	"				94-11-17
00007203	006356	我的畢卡索-不按牌理出牌的畫家	館內架上		一般圖書			V4		"本館藏書	"				94-11-17
00007204	006357	我的竇加-描繪舞蹈的畫	館內架上		一般圖書			V5		"本館藏書	"				94-11-17
00007205	006358	我的馬蒂斯-用剪刀畫畫	報廢		一般圖書			V6		"本館藏書	"				94-11-17
00007206	006359	人魚公主	館內架上		一般圖書			V1C1		"本館藏書	"				94-11-17
00007207	006360	賣火柴的女孩	館內架上		一般圖書			V1C2		"本館藏書	"				94-11-17
00007208	006361	醜小鴨	館內架上		一般圖書			V1C3		"本館藏書	"				94-11-17
00007209	006362	國王的新衣	館內架上		一般圖書			V1C4		"本館藏書	"				94-11-17
00007210	006363	大聲公	報廢		一般圖書			V22		"本館藏書	"				94-11-17
00007211	006364	咪鳴與阿旺	報廢		一般圖書			V23		"本館藏書	"				94-11-17
00007212	006365	攀木蜥蜴與藤條先生	報廢		一般圖書			V24		"本館藏書	"				94-11-17
00007213	006366	攀木蜥蜴與藤條先生	館內架上		一般圖書			V24		"本館藏書	"				94-11-17
00007214	006369	奧莉的海洋	館內架上		一般圖書			V1		"本館藏書	"				94-11-18
00007215	006370	希望在這裡	館內架上		一般圖書					"本館藏書	"				94-11-18
00007216	006371	邊緣小子	報廢		一般圖書					"本館藏書	"				94-11-18
00007217	006372	羅吉娜	館內架上		一般圖書					"本館藏書	"				94-11-18
00007218	006373	野地獵歌	館內架上		一般圖書					"本館藏書	"				94-11-18
00007219	006374	紅蠟燭與人魚	館內架上		一般圖書					"本館藏書	"				94-11-18
00007220	006375	雨傘	館內架上		一般圖書					"本館藏書	"				94-11-18
00007221	006376	晶晶的桃花源記	館內架上		一般圖書					"本館藏書	"				94-11-18
00007222	006377	5年5班三劍客	館內架上		一般圖書					"本館藏書	"				94-11-18
00007223	006378	野貓西餐廳	報廢		一般圖書					"本館藏書	"				94-11-18
00007224	006379	胖少男減肥之歌	館內架上		一般圖書					"本館藏書	"				94-11-18
00007225	006380	無聊公主	館內架上		一般圖書					"本館藏書	"				94-11-18
00007226	006381	巧克力戰爭	報廢		一般圖書					"本館藏書	"				94-11-18
00007227	006382	人人都是科學人	報廢		一般圖書					"本館藏書	"				94-11-18
00007228	006383	和爸爸一起讀書	館內架上		一般圖書			V1		"本館藏書	"				94-11-21
00007229	006384	MUSEUM123	館內架上		一般圖書			V1		"本館藏書	"				94-11-21
00007230	006385	"飛吧,凱蒂!"	館內架上		一般圖書			V1		"本館藏書	"				94-11-21
00007231	006386	小狗藍藍	館內架上		一般圖書			V1		"本館藏書	"				94-11-21
00007232	006387	不要嘲笑我	館內架上	一般館藏	一般圖書			V1		"本館藏書	"				94-11-21
00007233	006388	小魚吉比和看哪!	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007234	006389	小魚吉比和看哪!	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007235	006390	你來當國王和城市人和鄉下人	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007236	006391	你來當國王和城市人和鄉下人	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007237	006392	貓兒在月亮上和紅蕃茄先生	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007238	006393	貓兒在月亮上和紅蕃茄先生	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007239	006394	聰明的巴爾沙沙和常遲到的沙巴斯坦	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007240	006395	聰明的巴爾沙沙和常遲到的沙巴斯坦	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007241	006396	伯納的冬眠和史蒂芬和小魚	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007242	006397	伯納的冬眠和史蒂芬和小魚	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007243	006398	甲蟲幻想家和亞伯特的午覺	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007244	006399	甲蟲幻想家和亞伯特的午覺	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007245	006400	我討厭媽媽	館內架上		一般圖書			V1		"本館藏書	"				94-11-21
00007246	006401	落跑老爸	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007247	006402	你看起來很好吃	報廢		一般圖書			V1		"本館藏書	"				94-11-21
00007248	006403	1隻小豬與100匹狼	報廢		一般圖書			V1		"本館藏書	"				94-11-21
